entity:taxon_id	actual_taxa	cholgen	read1	read2	run	te	vibecheck_reads_classification_notes	vibecheck_reads_confidence	vibecheck_reads_lineage
VB0129	Africa|KEN|ERR114416|T10|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5f806473-ebcd-493c-b4b6-0586566d627e/call-fastq_dl_sra/ERR114416_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5f806473-ebcd-493c-b4b6-0586566d627e/call-fastq_dl_sra/ERR114416_2.fastq.gz	ERR114416	T10	Freyja results: T10(100.0%)	1	T10
VB0130	Africa|KEN|ERR114418|sporadic|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1547ff5d-227f-4a5d-84b3-aecbc8485f57/call-fastq_dl_sra/ERR114418_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1547ff5d-227f-4a5d-84b3-aecbc8485f57/call-fastq_dl_sra/ERR114418_2.fastq.gz	ERR114418	T17	Freyja results: T12(100.0%)	1	T12
VB0131	Asia|BGD|ERR018113|UNK|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/035480a4-760d-4b4d-a81a-24da001ba95b/call-fastq_dl_sra/ERR018113_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/035480a4-760d-4b4d-a81a-24da001ba95b/call-fastq_dl_sra/ERR018113_2.fastq.gz	ERR018113	UNK	Freyja results: T9(100.0%)	1	T9
VB0132	Asia|BGD|ERR018114|UNK|1999-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/7303e254-9d09-4303-8a1b-3d09d39af408/call-fastq_dl_sra/ERR018114_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/7303e254-9d09-4303-8a1b-3d09d39af408/call-fastq_dl_sra/ERR018114_2.fastq.gz	ERR018114	UNK	Freyja results: T12(100.0%)	1	T12
VB0133	Asia|MYS|ERR018193|UNK|1978-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/51752631-7de2-48b7-ba7c-e2572e4da6a3/call-fastq_dl_sra/ERR018193_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/51752631-7de2-48b7-ba7c-e2572e4da6a3/call-fastq_dl_sra/ERR018193_2.fastq.gz	ERR018193	UNK	Freyja results: T5(100.0%)	1	T5
VB0134	Africa|KEN|ERR019291|T10|2007-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9c6bd62d-4116-4c86-b0a6-3bf5a8c83636/call-fastq_dl_sra/ERR019291_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9c6bd62d-4116-4c86-b0a6-3bf5a8c83636/call-fastq_dl_sra/ERR019291_2.fastq.gz	ERR019291	T10	Freyja results: T10(100.0%)	1	T10
VB0135	Africa|KEN|ERR028074|T10|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/cee3966c-e679-420d-828f-772bd914b90f/call-fastq_dl_sra/ERR028074_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/cee3966c-e679-420d-828f-772bd914b90f/call-fastq_dl_sra/ERR028074_2.fastq.gz	ERR028074	T10	Freyja results: T10(100.0%)	1	T10
VB0136	Asia|IND|ERR025368|UNK|2007-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a6732d02-007f-439e-8084-356ed61842e4/call-fastq_dl_sra/ERR025368_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a6732d02-007f-439e-8084-356ed61842e4/call-fastq_dl_sra/ERR025368_2.fastq.gz	ERR025368	UNK	Freyja results: T9(100.0%)	1	T9
VB0137	America|PER|ERR025389|T2|1991-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/11a3c303-6a02-4952-9615-c08e2dc10a89/call-fastq_dl_sra/ERR025389_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/11a3c303-6a02-4952-9615-c08e2dc10a89/call-fastq_dl_sra/ERR025389_2.fastq.gz	ERR025389	T2	Freyja results: T2(100.0%)	1	T2
VB0138	America|PER|ERR025390|T2|1991-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b1103cbc-ec53-4eb1-a42f-e9125a50f69c/call-fastq_dl_sra/ERR025390_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b1103cbc-ec53-4eb1-a42f-e9125a50f69c/call-fastq_dl_sra/ERR025390_2.fastq.gz	ERR025390	T2	Freyja results: T2(100.0%)	1	T2
VB0139	Asia|PAK|ERR051745|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ceb0710a-85b9-42f8-8738-89c4837c3fe1/call-fastq_dl_sra/ERR051745_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ceb0710a-85b9-42f8-8738-89c4837c3fe1/call-fastq_dl_sra/ERR051745_2.fastq.gz	ERR051745	UNK	Freyja results: T11(100.0%)	1	T11
VB0140	Asia|PAK|ERR051790|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/40c65c5e-4fa3-4981-a5a7-03af4fd2ece5/call-fastq_dl_sra/ERR051790_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/40c65c5e-4fa3-4981-a5a7-03af4fd2ece5/call-fastq_dl_sra/ERR051790_2.fastq.gz	ERR051790	UNK	Freyja results: T11(100.0%)	1	T11
VB0141	Africa|ZAF|ERS16049962|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76af2f9d-c277-486e-a0ad-31faa5ea5c30/call-fastq_dl_sra/ERR11713376_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76af2f9d-c277-486e-a0ad-31faa5ea5c30/call-fastq_dl_sra/ERR11713376_2.fastq.gz	ERR11713376	T15	Freyja results: T15(100.0%)	1	T15
VB0142	Africa|ZAF|ERS15993588|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4d073d4a-41b9-47a7-815c-c137741200fc/call-fastq_dl_sra/ERR11679352_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4d073d4a-41b9-47a7-815c-c137741200fc/call-fastq_dl_sra/ERR11679352_2.fastq.gz	ERR11679352	T15	Freyja results: T15(100.0%)	1	T15
VB0143	Africa|ZAF|ERS15993570|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/2b33acb8-fef1-4df4-8d4e-439f51cca8c2/call-fastq_dl_sra/ERR11679334_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/2b33acb8-fef1-4df4-8d4e-439f51cca8c2/call-fastq_dl_sra/ERR11679334_2.fastq.gz	ERR11679334	T15	Freyja results: T15(100.0%)	1	T15
VB0144	Africa|ZAF|ERS15993569|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a15df047-6595-43c9-8d89-66d0af0b1a0e/call-fastq_dl_sra/ERR11679333_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a15df047-6595-43c9-8d89-66d0af0b1a0e/call-fastq_dl_sra/ERR11679333_2.fastq.gz	ERR11679333	T15	Freyja results: T15(100.0%)	1	T15
VB0145	Africa|ZAF|ERS15990325|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/3a29d415-7fd7-4e62-ae1c-cbd096f6a566/call-fastq_dl_sra/ERR11672949_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/3a29d415-7fd7-4e62-ae1c-cbd096f6a566/call-fastq_dl_sra/ERR11672949_2.fastq.gz	ERR11672949	T15	Freyja results: T15(100.0%)	1	T15
VB0146	Africa|ZAF|ERS15990322|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e8eb8fe0-ba0e-4d3e-944b-d1b6d80e9c50/call-fastq_dl_sra/ERR11672946_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e8eb8fe0-ba0e-4d3e-944b-d1b6d80e9c50/call-fastq_dl_sra/ERR11672946_2.fastq.gz	ERR11672946	T15	Freyja results: T15(100.0%)	1	T15
VB0147	Africa|ZAF|ERS15990306|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d989e6f6-d6be-45a9-9085-d500b1ac38bf/call-fastq_dl_sra/ERR11672930_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d989e6f6-d6be-45a9-9085-d500b1ac38bf/call-fastq_dl_sra/ERR11672930_2.fastq.gz	ERR11672930	T15	Freyja results: T15(100.0%)	1	T15
VB0148	Africa|ZAF|ERS15990274|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/035673db-6676-4c63-83c8-1f95bad31b04/call-fastq_dl_sra/ERR11672898_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/035673db-6676-4c63-83c8-1f95bad31b04/call-fastq_dl_sra/ERR11672898_2.fastq.gz	ERR11672898	T15	Freyja results: T15(100.0%)	1	T15
VB0149	Africa|ZAF|ERS15554884|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/efd0eda6-14b7-4322-91b7-6334de3bd7ea/call-fastq_dl_sra/ERR11493404_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/efd0eda6-14b7-4322-91b7-6334de3bd7ea/call-fastq_dl_sra/ERR11493404_2.fastq.gz	ERR11493404	T15	Freyja results: T15(100.0%)	1	T15
VB0150	Africa|ZAF|ERS14903184|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/921f525d-275f-465d-bc75-fec53986954a/call-fastq_dl_sra/ERR11219416_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/921f525d-275f-465d-bc75-fec53986954a/call-fastq_dl_sra/ERR11219416_2.fastq.gz	ERR11219416	T15	Freyja results: T15(100.0%)	1	T15
VB0151	Africa|ZAF|ERS14903183|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/06421103-bf74-4b4f-b841-bce7333dccb3/call-fastq_dl_sra/ERR11219415_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/06421103-bf74-4b4f-b841-bce7333dccb3/call-fastq_dl_sra/ERR11219415_2.fastq.gz	ERR11219415	T15	Freyja results: T15(100.0%)	1	T15
VB0152	Africa|ZAF|ERS14664731|T15|2023-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1baf6de8-c97b-443a-8e22-34290abb1413/call-fastq_dl_sra/ERR10913347_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1baf6de8-c97b-443a-8e22-34290abb1413/call-fastq_dl_sra/ERR10913347_2.fastq.gz	ERR10913347	T15	Freyja results: T15(100.0%)	1	T15
VB0153	Africa|MWI|MWI-VC-02|T13|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f341da36-f41d-4d0d-8d57-a2aa9fc3f584/call-fastq_dl_sra/SRR28466928_1.fastq.gz		SRR28466928	T13			
VB0154	Africa|MWI|MWI-VC-27|T13|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e1b4963f-7833-4fe6-9209-e34b7ca132b1/call-fastq_dl_sra/SRR28466954_1.fastq.gz		SRR28466954	T13			
VB0155	Africa|MWI|MWI-VC-29|T13|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f2d6b5af-ab3f-4fa4-b678-0bb7d91dad39/call-fastq_dl_sra/SRR28466952_1.fastq.gz		SRR28466952	T13			
VB0156	Africa|TZA|TZA-2017-003|T10|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/80460900-584d-401b-a4d7-737b3fba20fb/call-fastq_dl_sra/SRR28466876_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/80460900-584d-401b-a4d7-737b3fba20fb/call-fastq_dl_sra/SRR28466876_2.fastq.gz	SRR28466876	T10	Freyja results: T10(100.0%)	1	T10
VB0157	Africa|UGA|UGA-2018-010|T10|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f40af15f-dbaf-4f90-a1c4-4d8f1cad2c64/call-fastq_dl_sra/SRR28466930_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f40af15f-dbaf-4f90-a1c4-4d8f1cad2c64/call-fastq_dl_sra/SRR28466930_2.fastq.gz	SRR28466930	T10	Freyja results: T10(100.0%)	1	T10
VB0158	Asia|PAK|SRR22936392|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d08beefc-f787-418a-9f12-324ca3c1a958/call-fastq_dl_sra/SRR22936392_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d08beefc-f787-418a-9f12-324ca3c1a958/call-fastq_dl_sra/SRR22936392_2.fastq.gz	SRR22936392	T15	Freyja results: T15(100.0%)	1	T15
VB0159	Asia|PAK|SRR22936395|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d778b8f4-d29a-4424-8a19-f2710a3014a3/call-fastq_dl_sra/SRR22936395_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d778b8f4-d29a-4424-8a19-f2710a3014a3/call-fastq_dl_sra/SRR22936395_2.fastq.gz	SRR22936395	T15	Freyja results: T15(100.0%)	1	T15
VB0160	Asia|PAK|SRR22936400|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/aa44ee71-378b-4509-bead-64e0fcc97b87/call-fastq_dl_sra/SRR22936400_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/aa44ee71-378b-4509-bead-64e0fcc97b87/call-fastq_dl_sra/SRR22936400_2.fastq.gz	SRR22936400	T15	Freyja results: T15(100.0%)	1	T15
VB0161	Asia|PAK|SRR22947118|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/743f92b2-5467-4dab-99dc-657862f64a59/call-fastq_dl_sra/SRR22947118_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/743f92b2-5467-4dab-99dc-657862f64a59/call-fastq_dl_sra/SRR22947118_2.fastq.gz	SRR22947118	T15	Freyja results: T15(100.0%)	1	T15
VB0162	Asia|PAK|SRR22947126|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5594633c-9bde-425b-9b5a-8200ad8a556a/call-fastq_dl_sra/SRR22947126_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5594633c-9bde-425b-9b5a-8200ad8a556a/call-fastq_dl_sra/SRR22947126_2.fastq.gz	SRR22947126	T15	Freyja results: T15(100.0%)	1	T15
VB0163	Asia|BGD|ERR2265590|UNK|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/8d494a90-ed56-46ca-a585-0da4e72e406d/call-fastq_dl_sra/ERR2265590_1.fastq.gz		ERR2265590	UNK			
VB0164	Asia|YEM|ERR2269640|T13|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2749b1b7-e9b7-42d1-99cc-8e53c4b611ca/call-fastq_dl_sra/ERR2269640_1.fastq.gz		ERR2269640	T13			
VB0165	Asia|YEM|ERR2269716|T13|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3b7b565a-7ee1-4e77-8d31-24871be9b9bd/call-fastq_dl_sra/ERR2269716_1.fastq.gz		ERR2269716	T13			
VB0166	Asia|YEM|ERR2269717|T13|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/86966e53-f3a3-4e52-8f5e-0b2d132974cf/call-fastq_dl_sra/ERR2269717_1.fastq.gz		ERR2269717	T13			
VB0167	Asia|IND|ERR2269923|UNK|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3f9f6fd0-4f5c-4638-aac9-60ac8958b057/call-fastq_dl_sra/ERR2269923_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3f9f6fd0-4f5c-4638-aac9-60ac8958b057/call-fastq_dl_sra/ERR2269923_2.fastq.gz	ERR2269923	UNK	Freyja results: T12(100.0%)	1	T12
VB0168	Asia|IND|ERR2269949|UNK|2014-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/eba85474-0453-422c-874f-a9c16396af40/call-fastq_dl_sra/ERR2269949_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/eba85474-0453-422c-874f-a9c16396af40/call-fastq_dl_sra/ERR2269949_2.fastq.gz	ERR2269949	UNK	Freyja results: T13(100.0%)	1	T13
VB0169	Asia|IND|ERR2270659|UNK|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ee980033-924b-4504-9f48-a3b8c25a2857/call-fastq_dl_sra/ERR2270659_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ee980033-924b-4504-9f48-a3b8c25a2857/call-fastq_dl_sra/ERR2270659_2.fastq.gz	ERR2270659	UNK	Freyja results: T13(100.0%)	1	T13
VB0170	Asia|IND|ERR2270662|UNK|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/70be084b-e54d-4efa-8d9c-bfd41633158a/call-fastq_dl_sra/ERR2270662_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/70be084b-e54d-4efa-8d9c-bfd41633158a/call-fastq_dl_sra/ERR2270662_2.fastq.gz	ERR2270662	UNK	Freyja results: T13(100.0%)	1	T13
VB0171	Africa|KEN|ERR2265589|T13|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1027db98-df62-49e7-8fe2-44e69b56cdcd/call-fastq_dl_sra/ERR2265589_1.fastq.gz		ERR2265589	T13			
VB0172	Africa|TGO|ERR572571|T9|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/eab46963-df7e-40ce-afaa-21653cac7c2c/call-fastq_dl_sra/ERR572571_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/eab46963-df7e-40ce-afaa-21653cac7c2c/call-fastq_dl_sra/ERR572571_2.fastq.gz	ERR572571	T9	Freyja results: T9(100.0%)	1	T9
VB0173	Africa|TGO|ERR572840|T9|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f98fa956-3baa-46f8-ad00-7e288ded1860/call-fastq_dl_sra/ERR572840_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f98fa956-3baa-46f8-ad00-7e288ded1860/call-fastq_dl_sra/ERR572840_2.fastq.gz	ERR572840	T9	Freyja results: T9(100.0%)	1	T9
VB0174	Europe|UKR|ERR1878613|sporadic|1970-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/4189b9f3-ebb5-4426-9610-aefd5c0e3a66/call-fastq_dl_sra/ERR1878613_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/4189b9f3-ebb5-4426-9610-aefd5c0e3a66/call-fastq_dl_sra/ERR1878613_2.fastq.gz	ERR1878613	sporadic	Freyja results: T1(100.0%)	1	T1
VB0175	Africa|MWI|ERR976392|T1|1990-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2926f56f-6ee9-47f8-916d-9d6d6a799674/call-fastq_dl_sra/ERR976392_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2926f56f-6ee9-47f8-916d-9d6d6a799674/call-fastq_dl_sra/ERR976392_2.fastq.gz	ERR976392	T1	Freyja results: T1(100.0%)	1	T1
